Order,area,price
1694,2046,450000
1695,2172,280000
1696,2552,479069
1697,1973,395000
1698,2643,380000
1699,1634,250000
1700,1976,440000
1701,2758,418000
1702,2290,500067
1703,2152,260116
1704,2473,317000
1705,2100,319500
1706,2161,325624
1707,1802,372000
1708,2956,342000
1709,2468,354000
1710,2385,350000
1711,2374,285000
1712,1818,281500
1713,1614,245700
1714,1721,232698
1715,1828,250000
1716,1362,194700
1717,1302,204000
1718,1302,200000
1719,1362,207000
1720,1554,209500
1721,1554,209500
1722,1370,202500
1723,1577,280000
1724,1561,277500
1725,1869,318061
1726,1324,221370
1727,1405,200000
1728,1496,181755
1729,1536,176000
1730,1484,178900
1731,1458,168165
1732,1495,171925
1733,1746,198444
1734,1326,203000
1735,1456,179540
1736,1302,176485
1737,1340,181134
1738,1412,156932
1739,1504,166000
1740,1456,177594
1741,1258,173500
1742,1258,172500
1743,1402,194201
1744,1589,226500
1745,1266,185485
1746,1530,259000
1747,1119,188500
1748,1374,175000
1749,1959,215000
1750,1525,206580
1751,1720,183500
1752,1394,165500
1753,1948,211000
1754,1690,181000
1755,1995,219500
1756,1647,175000
1757,1430,170000
1758,1320,162000
1759,1690,187000
1760,1644,185000
1761,4476,745000
1762,2551,384500
1763,2285,248000
1764,2633,466500
1765,3078,410000
1766,2582,322500
1767,2385,252000
1768,4316,755000
1769,2013,269790
1770,2398,315750
1771,2520,290000
1772,2531,290000
1773,3228,430000
1774,2202,263000
1775,2538,330000
1776,1369,213133
1777,1542,260261
1778,1905,320000
1779,1464,282922
1780,1534,215000
1781,1966,419005
1782,1636,255000
1783,1795,147000
1784,1528,235876
1785,1726,311872
1786,1689,248328
1787,1588,227000
1788,1538,260000
1789,1496,225000
1790,1506,249000
1791,1694,307000
1792,1977,250000
1793,1830,221300
1794,1338,208900
1795,1335,210400
1796,1792,255000
1797,1588,212109
1798,1959,270000
1799,2610,303477
1800,1880,310013
1801,1656,249700
1802,1761,227875
1803,1584,261329
1804,1685,253000
1805,2443,265000
1806,2466,340000
1807,1100,146000
1808,1143,147000
1809,1094,149000
1810,1486,181000
1811,1721,201000
1812,1820,191750
1813,1349,179000
1814,1494,215000
1815,1575,179200
1816,1266,128000
1817,884,144000
1818,2020,144000
1819,894,120750
1820,970,132500
1821,1057,132000
1822,999,132500
1823,1120,129000
1824,1696,143900
1825,1040,145000
1826,988,128500
1827,902,125500
1828,2503,300000
1829,2167,294000
1830,1037,129000
1831,1701,171000
1832,1055,147000
1833,2810,302000
1834,2872,285000
1835,1378,214000
1836,1151,166000
1837,1565,193800
1838,1352,208900
1839,1352,194000
1840,1550,207500
1841,1241,199900
1842,1250,164700
1843,1501,176500
1844,1458,176000
1845,1512,168500
1846,1573,177000
1847,1525,177000
1848,1102,148800
1849,1441,174000
1850,1950,239000
1851,1358,204000
1852,2048,301000
1853,2362,312500
1854,1494,279700
1855,2362,255000
1856,1432,194000
1857,1437,218000
1858,1295,213750
1859,1855,187000
1860,1262,181500
1861,2497,373000
1862,2620,190000
1863,1929,226000
1864,1152,143450
1865,2411,240050
1866,1082,162500
1867,1295,164000
1868,1610,185000
1869,1594,188500
1870,2075,255000
1871,1680,136905
1872,1093,158500
1873,1242,175500
1874,1052,127000
1875,1107,127000
1876,1214,143000
1877,1073,156000
1878,1344,144000
1879,1728,119000
1880,1224,103000
1881,1422,139900
1882,958,151500
1883,1065,126500
1884,1138,145000
1885,912,120000
1886,1074,124000
1887,882,106500
1888,1187,140500
1889,964,137500
1890,894,117600
1891,1200,163500
1892,1042,161000
1893,1302,158000
1894,2154,224500
1895,1374,147000
1896,1652,200000
1897,1429,181900
1898,1327,150750
1899,1224,101800
1900,932,124000
1901,908,138500
1902,334,39300
1903,666,64500
1904,670,64000
1905,808,112000
1906,1977,165000
1907,1150,144000
1908,1920,137000
1909,1376,105000
1910,1644,146500
1911,1560,126000
1912,1280,175000
1913,1254,158500
1914,912,114500
1915,1524,144000
1916,2380,129000
1917,936,141000
1918,1008,131000
1919,1053,142100
1920,1056,139000
1921,1442,157900
1922,1056,139400
1923,1244,150000
1924,1144,120000
1925,1721,174850
1926,922,116000
1927,1048,135000
1928,1657,163500
1929,1411,130000
1930,1216,129500
1931,1154,142000
1932,1560,128600
1933,948,125000
1934,1040,136000
1935,1008,134500
1936,925,127000
1937,1360,130000
1938,1540,115000
1939,925,116900
1940,928,132000
1941,1647,153000
1942,924,112500
1943,1544,138000
1944,893,135000
1945,1728,156000
1946,3086,301600
1947,1034,109000
1948,882,103200
1949,1281,128500
1950,968,64500
1951,1534,148000
1952,691,86000
1953,1651,172000
1954,888,120000
1955,952,128500
1956,2080,135000
1957,924,122900
1958,1082,119200
1959,1846,143000
1960,988,119000
1961,1238,102000
1962,864,129000
1963,1134,135000
1964,1040,152000
1965,1170,140000
1966,1242,152000
1967,1377,156500
1968,1800,141000
1969,925,99000
1970,1851,187000
1971,1812,169500
1972,864,125500
1973,936,130000
1974,960,103000
1975,1432,132000
1976,1296,127500
1977,1022,89500
1978,936,140000
1979,967,99900
1980,1047,100000
1981,1072,130000
1982,1174,135000
1983,1183,120000
1984,1131,89471
1985,1141,85000
1986,960,108500
1987,1798,137000
1988,866,110500
1989,968,100000
1990,1772,184900
1991,1642,145000
1992,1472,125000
1993,1232,114000
1994,2337,90000
1995,1650,144100
1996,2210,117500
1997,1358,124500
1998,2454,185000
1999,2291,133900
2000,1616,152000
2001,1559,153500
2002,2554,159500
2003,1248,87000
2004,968,104500
2005,1382,110000
2006,1060,136500
2007,1435,128250
2008,1167,144000
2009,1635,210000
2010,1274,135000
2011,1232,128000
2012,1218,131000
2013,884,113000
2014,1409,126000
2015,1322,132000
2016,1426,131750
2017,1281,132500
2018,1513,137500
2019,854,132000
2020,1367,127500
2021,986,102000
2022,2264,200000
2023,1824,180500
2024,1376,165000
2025,1316,90000
2026,1396,153575
2027,1344,140000
2028,2526,136000
2029,1173,113000
2030,1214,117000
2031,1818,169500
2032,1108,139400
2033,2294,202500
2034,1355,127000
2035,1375,141000
2036,1952,212300
2037,2180,161000
2038,1315,99500
2039,1111,101000
2040,1196,109900
2041,1382,128500
2042,1889,122000
2043,840,87000
2044,1484,50000
2045,2267,219000
2046,3086,200500
2047,1134,126000
2048,1282,108500
2049,999,130000
2050,1452,158450
2051,1005,115400
2052,1029,118500
2053,1020,165000
2054,1040,123000
2055,913,129000
2056,894,125000
2057,948,108000
2058,868,119900
2059,897,115000
2060,943,134500
2061,955,127000
2062,894,129000
2063,1285,143500
2064,912,129000
2065,1375,187000
2066,2654,158000
2067,1416,112000
2068,1302,165250
2069,1299,150000
2070,1176,137000
2071,998,89500
2072,1824,302000
2073,1522,182000
2074,2060,211000
2075,1325,216000
2076,1630,130000
2077,1242,109900
2078,2422,255000
2079,2158,243000
2080,1626,154000
2081,864,118000
2082,943,80000
2083,1440,150000
2084,605,86000
2085,1038,130000
2086,1342,125000
2087,1480,136500
2088,1362,96000
2089,1340,120000
2090,1822,228500
2091,1442,179900
2092,2243,225000
2093,2730,301000
2094,2127,238000
2095,1982,228500
2096,1958,220000
2097,2696,383970
2098,2828,424870
2099,1651,250000
2100,2140,360000
2101,1494,279500
2102,1316,200141
2103,1651,246500
2104,2574,276000
2105,1274,203000
2106,1456,155835
2107,1240,194000
2108,1208,195400
2109,1546,217000
2110,1500,212999
2111,1270,175900
2112,1795,191000
2113,1314,176432
2114,2062,277000
2115,1873,207000
2116,2144,277000
2117,1953,240000
2118,2087,187500
2119,1743,279000
2120,1022,139500
2121,990,126000
2122,1200,177500
2123,1308,175000
2124,1796,211000
2125,990,146000
2126,1097,147900
2127,990,123600
2128,1786,204750
2129,1873,235500
2130,1753,217000
2131,1690,190550
2132,1842,217500
2133,1479,226000
2134,1668,180000
2135,894,131000
2136,1025,153500
2137,1009,160000
2138,1040,134900
2139,907,130000
2140,879,120000
2141,882,112500
2142,969,122000
2143,864,127000
2144,875,117000
2145,2000,305900
2146,2169,228500
2147,1673,270000
2148,1459,192000
2149,1932,213000
2150,1729,200000
2151,2452,267000
2152,1592,228000
2153,2439,275000
2154,1992,211000
2155,1668,285000
2156,2090,240000
2157,848,131500
2158,1341,246900
2159,1928,219500
2160,1337,185000
2161,1476,179400
2162,1797,213500
2163,1422,179600
2164,1190,173500
2165,1330,167840
2166,1491,168675
2167,1536,167000
2168,1214,140000
2169,936,118500
2170,1088,110000
2171,960,94750
2172,1351,122000
2173,1179,110000
2174,816,118500
2175,1044,133500
2176,1113,148000
2177,2233,141000
2178,1125,155000
2179,1090,157000
2180,1408,171500
2181,5095,183850
2182,4676,184750
2183,1072,140000
2184,960,131750
2185,1152,61500
2186,948,111000
2187,1195,98500
2188,774,79000
2189,865,108500
2190,894,110000
2191,1346,112000
2192,768,125000
2193,864,79275
2194,948,119000
2195,3395,200000
2196,2592,150000
2197,1502,165000
2198,789,96500
2199,1422,136500
2200,1298,146500
2201,1768,175000
2202,1098,148500
2203,1436,141500
2204,1426,189950
2205,1461,135000
2206,1646,164000
2207,694,90350
2208,1250,139000
2209,954,119750
2210,1958,145000
2211,2002,145000
2212,1718,238000
2213,1226,153500
2214,2624,239000
2215,3194,359100
2216,1755,188000
2217,1991,220000
2218,1355,140000
2219,2727,315000
2220,2320,259500
2221,1839,257500
2222,1740,219500
2223,2259,217000
2224,1560,201000
2225,1488,215000
2226,1045,123900
2227,1680,170000
2228,1020,200000
2229,1696,198000
2230,2515,200624
2231,2726,315000
2232,1517,115000
2233,1215,141000
2234,803,87000
2235,1601,129850
2236,1123,100000
2237,1828,150909
2238,816,75200
2239,1012,118400
2240,1077,67000
2241,1558,152000
2242,845,68104
2243,1991,119600
2244,1073,140000
2245,1001,124900
2246,1625,375000
2247,1625,235000
2248,1299,183500
2249,912,156000
2250,1080,134000
2251,1392,215000
2252,1409,245000
2253,1478,210000
2254,918,148000
2255,1026,143000
2256,1501,244000
2257,1502,330000
2258,1328,170000
2259,2279,257000
2260,1689,231713
2261,1564,267300
2262,1484,265900
2263,1571,239000
2264,1646,248900
2265,1240,174000
2266,1717,187500
2267,1756,204000
2268,1312,180500
2269,1146,187500
2270,1922,282000
2271,1491,178000
2272,1629,270000
2273,2486,279900
2274,1572,186700
2275,1776,283463
2276,1824,392000
2277,2482,281213
2278,1120,147000
2279,2034,130000
2280,936,140000
2281,1040,132250
2282,1632,143000
2283,1622,168000
2284,1060,129900
2285,1142,134000
2286,1092,85500
2287,992,106500
2288,1092,93900
2289,1092,75000
2290,630,84500
2291,1092,75190
2292,1062,146800
2293,1008,153500
2294,1356,188000
2295,1676,196000
2296,1432,157000
2297,796,138000
2298,768,129500
2299,1608,80000
2300,845,129500
2301,1178,135000
2302,816,124500
2303,816,139000
2304,974,93500
2305,887,124500
2306,1293,149900
2307,1024,157500
2308,1797,169000
2309,1390,252000
2310,1851,192100
2311,1525,183500
2312,2236,222000
2313,1671,170000
2314,1498,187500
2315,1776,202000
2316,1511,185000
2317,2462,320000
2318,1670,240000
2319,2064,250000
2320,1801,239900
2321,2212,309000
2322,2021,274725
2323,2687,270000
2324,1169,183500
2325,1501,165600
2326,1632,176500
2327,1204,130000
2328,1767,239000
2329,1742,275000
2330,2798,457347
2331,3390,545224
2332,2473,356383
2333,2868,556581
2334,2576,361919
2335,2698,535000
2336,2795,401179
2337,2945,438780
2338,2320,169000
2339,1056,145000
2340,1714,318000
2341,1826,319000
2342,2000,470000
2343,1621,202500
2344,2183,229000
2345,2263,235000
2346,1574,190000
2347,1102,169000
2348,1872,241500
2349,1857,188900
2350,1686,207500
2351,2784,250000
2352,1552,179900
2353,1083,172000
2354,2318,294323
2355,1875,184500
2356,1074,153500
2357,1664,162900
2358,1309,181000
2359,1103,155000
2360,1096,138800
2361,864,116050
2362,858,88000
2363,874,97500
2364,1419,190000
2365,1092,105500
2366,1365,125500
2367,987,83000
2368,1030,116000
2369,1218,91500
2370,1218,118000
2371,948,89000
2372,1092,108000
2373,987,94500
2374,1069,146300
2375,1387,145000
2376,900,123000
2377,1055,137500
2378,1456,144000
2379,1980,315000
2380,2589,412083
2381,2596,342643
2382,1618,252000
2383,2076,465000
2384,1740,293000
2385,1868,415000
2386,1850,326000
2387,2376,325300
2388,2452,309000
2389,2206,300000
2390,2098,275500
2391,2091,338500
2392,2324,345000
2393,2253,344133
2394,2389,298236
2395,2358,329900
2396,1944,360000
2397,1970,281000
2398,1792,372397
2399,1780,378000
2400,1792,374000
2401,2728,437154
2402,1904,275000
2403,1914,279000
2404,1364,185850
2405,1565,282500
2406,1368,202500
2407,1368,202665
2408,1686,332200
2409,1666,310090
2410,1405,171750
2411,1316,169990
2412,1456,170440
2413,1492,169985
2414,1496,179665
2415,1863,219210
2416,1326,174190
2417,1456,172785
2418,2373,258000
2419,1492,185101
2420,1364,210250
2421,1557,234000
2422,1456,215000
2423,1511,246990
2424,1414,178740
2425,1548,225000
2426,1248,167240
2427,1142,156820
2428,1506,213490
2429,1567,264561
2430,1500,246578
2431,1838,192140
2432,1509,183200
2433,1414,178000
2434,1598,201490
2435,1936,230500
2436,1509,180000
2437,1664,172400
2438,1889,215000
2439,1886,199900
2440,1671,173000
2441,2322,287602
2442,2291,230000
2443,2392,348000
2444,1976,286000
2445,2234,300000
2446,3627,625000
2447,2855,405000
2448,1924,280000
2449,2263,258000
2450,2726,350000
2451,3500,584500
2452,2494,321000
2453,2526,290000
2454,2799,315000
2455,1964,252000
2456,1670,336820
2457,2097,423000
2458,1660,290000
2459,1616,232000
2460,1504,199000
2461,1278,198600
2462,2640,405749
2463,1489,232600
2464,1939,266000
2465,1553,186500
2466,1716,200825
2467,1576,197000
2468,1262,185000
2469,1266,176000
2470,1301,187750
2471,1142,139500
2472,1400,186800
2473,1131,132000
2474,1141,142500
2475,1158,158000
2476,1686,184000
2477,1585,184900
2478,1837,187000
2479,1603,175900
2480,1731,248500
2481,1398,172000
2482,1217,151000
2483,1320,150000
2484,1056,107000
2485,965,119900
2486,988,129500
2487,1728,125000
2488,1654,119500
2489,1211,144000
2490,1212,151000
2491,984,126000
2492,909,116000
2493,925,133500
2494,1024,120875
2495,935,137000
2496,912,124000
2497,1236,135000
2498,941,129200
2499,2646,260000
2500,2417,260000
2501,2826,334000
2502,2520,310000
2503,2295,268000
2504,1624,262000
2505,1143,176400
2506,1247,197000
2507,1200,151000
2508,1223,147400
2509,1223,149900
2510,1200,144152
2511,1524,166000
2512,1452,183900
2513,1382,165000
2514,1080,139000
2515,1694,200000
2516,1568,221000
2517,1494,270000
2518,1208,165000
2519,1235,214000
2520,1036,188000
2521,1226,190000
2522,1226,170000
2523,1842,385000
2524,1193,146500
2525,1920,170000
2526,2156,262500
2527,1416,179900
2528,2654,250000
2529,1790,165150
2530,1334,164500
2531,1164,140000
2532,980,135500
2533,1051,142000
2534,1770,155000
2535,976,157500
2536,1052,138500
2537,898,140000
2538,1051,124400
2539,1141,158000
2540,1200,146000
2541,1993,190000
2542,1050,136500
2543,864,129900
2544,1712,145000
2545,1565,185900
2546,1251,160000
2547,1488,167000
2548,1440,157500
2549,1095,140000
2550,1053,150000
2551,1248,151500
2552,816,129800
2553,1008,137000
2554,1043,137000
2555,1230,121600
2556,869,85500
2557,747,79900
2558,1252,127000
2559,1433,161000
2560,1624,146500
2561,1216,135000
2562,2136,137900
2563,1578,133000
2564,1728,137000
2565,936,121000
2566,1584,119000
2567,1246,172000
2568,1235,98600
2569,2157,226000
2570,1128,118000
2571,3112,235000
2572,1008,135000
2573,1190,132500
2574,1144,143000
2575,1364,132000
2576,1383,145250
2577,1336,162000
2578,1370,148000
2579,1092,141000
2580,1124,153000
2581,1236,134450
2582,943,135960
2583,1050,156000
2584,1375,140000
2585,1008,139500
2586,1575,155000
2587,1145,127000
2588,1005,133500
2589,1056,125000
2590,884,142000
2591,2039,167000
2592,1384,159000
2593,2640,180000
2594,1312,127000
2595,1310,112000
2596,713,99800
2597,833,117000
2598,1073,108480
2599,715,68000
2600,720,86900
2601,1130,120000
2602,1595,155500
2603,1760,80000
2604,1214,105000
2605,2414,160000
2606,1466,170000
2607,1324,160000
2608,1086,159950
2609,1146,165000
2610,1734,159000
2611,1207,147000
2612,912,115000
2613,1194,159500
2614,864,120000
2615,816,129900
2616,1773,183000
2617,1472,157500
2618,2448,277500
2619,1600,207500
2620,1521,147500
2621,1192,135000
2622,1040,109500
2623,1040,109900
2624,1040,133700
2625,1040,81400
2626,1040,87500
2627,1040,93500
2628,1556,119000
2629,1150,141000
2630,1150,146000
2631,1348,155000
2632,999,134500
2633,1045,120000
2634,864,105000
2635,1025,124000
2636,2014,169000
2637,1328,107000
2638,1668,135000
2639,1657,111500
2640,1416,156500
2641,1641,178000
2642,1428,139900
2643,1004,105000
2644,813,110000
2645,1951,111500
2646,1032,108000
2647,844,111500
2648,1750,124000
2649,864,105000
2650,1118,116000
2651,1376,96900
2652,960,135500
2653,1566,139000
2654,492,61500
2655,1182,120000
2656,1163,126175
2657,840,64000
2658,1928,137000
2659,1774,87000
2660,1768,163000
2661,2104,155000
2662,1440,79000
2663,1690,144000
2664,1368,114504
2665,1762,157000
2666,1200,125000
2667,3608,475000
2668,1248,93500
2669,960,125000
2670,1020,64500
2671,788,100000
2672,1577,140200
2673,1827,202500
2674,1664,159000
2675,1118,119900
2676,1176,114500
2677,1344,115000
2678,1162,75000
2679,1015,88000
2680,912,80500
2681,1576,149000
2682,1324,110000
2683,1103,110500
2684,616,89000
2685,1048,113000
2686,816,109000
2687,2486,220000
2688,960,129000
2689,1635,117000
2690,693,52500
2691,1430,107000
2692,1330,116500
2693,819,72000
2694,1376,119500
2695,1360,125500
2696,1077,91000
2697,754,84500
2698,984,90000
2699,1422,137500
2700,1921,150000
2701,1640,131000
2702,1352,130000
2703,1032,125000
2704,879,80000
2705,1073,157000
2706,1382,148000
2707,1296,90000
2708,1068,154500
2709,1064,153600
2710,1320,164500
2711,934,132000
2712,1059,142500
2713,1159,158000
2714,1400,149500
2715,1458,165000
2716,1721,180000
2717,1040,160500
2718,1967,156500
2719,1949,157000
2720,1920,172500
2721,1803,155000
2722,1779,170000
2723,872,105000
2724,960,145000
2725,1437,168000
2726,1830,278000
2727,1000,164000
2728,2287,225000
2729,810,130000
2730,894,142500
2731,1700,148400
2732,1453,190000
2733,1350,146000
2734,1150,128000
2735,2008,225000
2736,2201,274970
2737,2009,235000
2738,3672,415000
2739,1560,182000
2740,1488,135000
2741,1057,137000
2742,1855,136900
2743,1609,149900
2744,1148,123500
2745,1124,93000
2746,1456,91500
2747,1298,180000
2748,2559,209000
2749,1911,215000
2750,1440,224500
2751,1876,229800
2752,1208,183600
2753,1220,194000
2754,1294,193879
2755,1614,221500
2756,1498,204900
2757,1962,239799
2758,1846,233555
2759,1734,260000
2760,1590,294900
2761,1809,209700
2762,1614,225000
2763,1596,181000
2764,1915,220000
2765,1582,190000
2766,988,180000
2767,1533,280000
2768,1388,158900
2769,914,148000
2770,1100,145000
2771,1499,187000
2772,1425,193000
2773,990,156000
2774,1525,235000
2775,1494,217000
2776,1588,214000
2777,1749,196000
2778,1779,217000
2779,1861,200000
2780,1776,192500
2781,1541,205000
2782,954,132500
2783,1388,157500
2784,1282,174000
2785,971,128500
2786,864,128500
2787,894,149900
2788,864,119900
2789,1320,137000
2790,1989,255000
2791,1762,222000
2792,1755,214000
2793,1358,220000
2794,1787,275000
2795,1909,197000
2796,1654,230000
2797,2214,268500
2798,2049,210900
2799,1939,227000
2800,1995,237000
2801,2097,274300
2802,1836,216837
2803,848,133000
2804,848,155900
2805,1919,233230
2806,1390,207000
2807,1948,195000
2808,1700,200000
2809,1737,203160
2810,1611,195800
2811,1552,212900
2812,1720,196500
2813,1336,198000
2814,1500,173900
2815,1456,163990
2816,1310,164990
2817,1436,98000
2818,1466,149900
2819,1220,102000
2820,1012,127500
2821,980,127500
2822,1176,119900
2823,1724,196500
2824,914,117250
2825,2314,229000
2826,1072,145000
2827,1072,140000
2828,1072,142500
2829,1709,134000
2830,1709,130000
2831,1709,130000
2832,1709,137500
2833,1708,130000
2834,936,97900
2835,1338,92000
2836,1669,107000
2837,1184,81000
2838,1221,104900
2839,864,115000
2840,1482,125000
2841,1250,116000
2842,1414,83000
2843,2230,118500
2844,498,35000
2845,1273,121000
2846,1928,160000
2847,1595,140000
2848,1551,137000
2849,1340,128000
2850,1479,160000
2851,1784,138887
2852,1510,149000
2853,1522,102000
2854,1636,167000
2855,1802,200100
2856,1465,131000
2857,1288,112000
2858,1717,140000
2859,1550,195000
2860,1517,230000
2861,1717,194000
2862,1180,137500
2863,2057,250000
2864,1671,218000
2865,2345,239000
2866,1609,199500
2867,1801,210000
2868,1811,230000
2869,1647,217500
2870,2315,257000
2871,1336,157000
2872,1844,223000
2873,976,102000
2874,1285,145400
2875,672,72000
2876,641,85000
2877,951,106500
2878,1638,139000
2879,1336,108000
2880,729,51689
2881,480,35311
2882,1396,115000
2883,936,78000
2884,1778,375000
2885,1646,300000
2886,1625,242500
2887,1664,145000
2888,1491,209000
2889,1004,135000
2890,1210,148000
2891,1959,171000
2892,2519,335000
2893,1295,230000
2894,1650,250764
2895,1707,228000
2896,1137,176000
2897,1339,180000
2898,2514,250000
2899,1403,202000
2900,1800,312500
2901,1960,320000
2902,2028,369900
2903,1838,359900
2904,1600,81500
2905,1368,215000
2906,1216,164000
2907,1337,153500
2908,1140,84500
2909,1304,104500
2910,1475,127000
2911,2521,151400
2912,874,126500
2913,1652,146500
2914,630,73000
2915,1092,79400
2916,1360,140000
2917,630,92000
2918,1092,87550
2919,1092,79500
2920,1092,90500
2921,1092,71000
2922,1728,150900
2923,1728,188000
2924,1126,160000
2925,1224,131000
2926,1003,142500
2927,902,131000
2928,970,132000
2929,1389,170000
2930,2000,188000
